ID_ARCHETYPE,NUMERO_PERIODE,DISPOSITIF_MUR_OPTION1,DISPOSITIF_MUR_OPTION2,DISPOSITIF_MUR_OPTION3,DISPOSITIF_TOIT_OPTION1,DISPOSITIF_TOIT_OPTION2,TERRITOIRE,COUVERTURE_ROUTE,VENTILATION,COMPACITE,POURCENTAGE_VITRAGE,PROTECTIONS_SOLAIRES,TYPE_VITRAGE,USAGE,NOM_TYPOLOGIE,PHOTO,source photo,PERMEABILITE,PLANCHER
HAB_P_P1_TCAL_ARD,P1,PAV_M_P1_TPi_Cal,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE_PIERRE_CALCAIRE_ARDOISE,ASPHALT,NON,TRES FORT,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,9,REVETEMENT SUR TERRE PLEIN4NON0
HAB_P_P1_TCAL_TUI,P1,PAV_M_P1_TPi_Cal,ND,ND,HAB_T_P1_TBR_TC,ND,FRANCE_PIERRE_CALCAIRE_TUILE,ASPHALT,NON,TRES FORT,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,9,REVETEMENT SUR TERRE PLEIN4NON0
HAB_P_P1_TER_TUI,P1,PAV_M_P1_TBr_Tcr,ND,ND,HAB_T_P1_TBR_TC,ND,FRANCE_TERRE_TUILE,ASPHALT,NON,TRES FORT,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,9,REVETEMENT SUR TERRE PLEIN4NON0
HAB_P_P1_TGAL_TUI,P1,PAV_M_P1_TPi_Gal,ND,ND,HAB_T_P1_TBR_TC,ND,FRANCE_PIERRE_GALET_TUILE,ASPHALT,NON,TRES FORT,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,9,REVETEMENT SUR TERRE PLEIN4NON0
HAB_P_P1_TGNE_TUI,P1,PAV_M_P1_TPi_Gne,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_GNEISS_TUILE,ASPHALT,NON,TRES FORT,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,9,REVETEMENT SUR TERRE PLEIN4NON0
HAB_P_P1_TGRA_ARD,P1,PAV_M_P1_TPi_Gra,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE_PIERRE_GRANITE_ARDOISE,ASPHALT,NON,TRES FORT,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,9,REVETEMENT SUR TERRE PLEIN4NON0
HAB_P_P1_TGRA_TUI,P1,PAV_M_P1_TPi_Gra,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_GRANITE_TUILE,ASPHALT,NON,TRES FORT,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,9,REVETEMENT SUR TERRE PLEIN4NON0
HAB_P_P1_TGRE_ARD,P1,PAV_M_P1_TPi_Gre,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE_PIERRE_GRES_ARDOISE,ASPHALT,NON,TRES FORT,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,9,REVETEMENT SUR TERRE PLEIN4NON0
HAB_P_P1_TGRE_TUI,P1,PAV_M_P1_TPi_Gre,ND,ND,HAB_T_P1_TBR_TU,ND,FRANCE_PIERRE_GRES_TUILE,ASPHALT,NON,TRES FORT,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,9,REVETEMENT SUR TERRE PLEIN4NON0
HAB_P_P1_TMEU,P1,PAV_M_P1_TPi_Meu,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_MEULIERE_TUILE,ASPHALT,NON,TRES FORT,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,9,REVETEMENT SUR TERRE PLEIN4NON0
HAB_P_P1_TSCH_TUI,P1,PAV_M_P1_TPi_Sch,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_SCHISTE_TUILE,ASPHALT,NON,TRES FORT,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,9,REVETEMENT SUR TERRE PLEIN4NON0
HAB_P_P1_TVOL_ARD,P1,PAV_M_P1_TPi_Vol,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE_PIERRE_VOLCANIQUE_ARDOISE,ASPHALT,NON,TRES FORT,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,9,REVETEMENT SUR TERRE PLEIN4NON0
HAB_P_P2_TAR,P2,PAV_M_P2_TN_BC,PAV_M_P2_TN_PA,ND,HAB_T_P2_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,NON,TRES FORT,25,STORE INTERIEUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,8,DALLE BETON SOUS SOL20NON0
HAB_P_P2_TBR,P2,PAV_M_P2_TN_BC,PAV_M_P2_TN_PA,PAV_M_P2_TBR,HAB_T_P2_TBR_TC,ND,FRANCE_TUILE,ASPHALT,NON,TRES FORT,25,STORE INTERIEUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,8,DALLE BETON SOUS SOL20NON0
HAB_P_P2_TF,P2,PAV_M_P2_TN_BC,PAV_M_P2_TN_PA,ND,HAB_T_P2_TBR_TC,ND,FRANCE,ASPHALT,NON,TRES FORT,25,STORE INTERIEUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,8,DALLE BETON SOUS SOL20NON0
HAB_P_P3_TAR,P3,PAV_M_P3_TN_BC,PAV_M_P3_TN_PA,ND,HAB_T_P3_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,NON,TRES FORT,25,STORE INTERIEUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,7,DALLE BETON SOUS SOL20NON0
HAB_P_P3_TBR,P3,PAV_M_P3_TN_BC,PAV_M_P3_TN_PA,ND,HAB_T_P3_TN_TU,ND,FRANCE_TUILE,ASPHALT,NON,TRES FORT,25,STORE INTERIEUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,7,DALLE BETON SOUS SOL20NON0
HAB_P_P3_TF,P3,PAV_M_P3_TN_BC,PAV_M_P3_TN_PA,ND,HAB_T_P3_TN_TU,ND,FRANCE,ASPHALT,NON,TRES FORT,25,STORE INTERIEUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,7,DALLE BETON SOUS SOL20NON0
HAB_P_P4_TAR,P4,PAV_M_P4_TN_BC,PAV_M_P4_TN_PA,ND,HAB_T_P4_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,NON,TRES FORT,25,STORE INTERIEUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,6,DALLE BETON SOUS SOL20NON0
HAB_P_P4_TBR,P4,PAV_M_P4_TN_BC,PAV_M_P4_TN_PA,ND,HAB_T_P4_TN_TU,ND,FRANCE_TUILE,ASPHALT,NON,TRES FORT,25,STORE INTERIEUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,6,DALLE BETON SOUS SOL20NON0
HAB_P_P4_TF,P4,PAV_M_P4_TN_BC,PAV_M_P4_TN_PA,ND,HAB_T_P4_TN_TU,ND,FRANCE,ASPHALT,NON,TRES FORT,25,STORE INTERIEUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,6,DALLE BETON SOUS SOL20NON0
HAB_P_P5_TAR,P5,PAV_M_P5_TN_BC,ND,ND,HAB_T_P5_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,OUI,TRES FORT,25,STORE INTERIEUR_VOLET,DOUBLE VITRAGE,HABITAT,P,,,4,DALLE BETON SOUS SOL20NON0
HAB_P_P5_TBR,P5,PAV_M_P5_TN_BC,ND,ND,HAB_T_P5_TN_TU,ND,FRANCE_TUILE,ASPHALT,OUI,TRES FORT,25,STORE INTERIEUR_VOLET,DOUBLE VITRAGE,HABITAT,P,,,4,DALLE BETON SOUS SOL20NON0
HAB_P_P5_TF,P5,PAV_M_P5_TN_BC,ND,ND,HAB_T_P5_TN_TU,ND,FRANCE,ASPHALT,OUI,TRES FORT,25,STORE INTERIEUR_VOLET,DOUBLE VITRAGE,HABITAT,P,,,4,DALLE BETON SOUS SOL20NON0
HAB_P_P6_TAR,P6,PAV_M_P6_TN_PA,ND,ND,HAB_T_P6_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,OUI,TRES FORT,25,STORE INTERIEUR_VOLET,DOUBLE VITRAGE,HABITAT,P,,,3,DALLE BETON SOUS SOL20NON0
HAB_P_P6_TBR,P6,PAV_M_P6_TN_PA,PAV_M_P6_TN_BR,ND,HAB_T_P6_TN_TU,ND,FRANCE_TUILE,ASPHALT,OUI,TRES FORT,25,STORE INTERIEUR_VOLET,DOUBLE VITRAGE,HABITAT,P,,,3,DALLE BETON SOUS SOL20NON0
HAB_P_P6_TF,P6,PAV_M_P6_TN_PA,PAV_M_P6_TN_PA,ND,HAB_T_P6_TN_TU,ND,FRANCE,ASPHALT,OUI,TRES FORT,25,STORE INTERIEUR_VOLET,DOUBLE VITRAGE,HABITAT,P,,,3,DALLE BETON SOUS SOL20NON0
HAB_P_P7_TAR,P7,PAV_M_P7_TN_PAR,PAV_M_P7_TN_MON,ND,HAB_T_P7_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,OUI,TRES FORT,25,STORE INTERIEUR_VOLET,DOUBLE VITRAGE A ISOLATION RENFORCEE,HABITAT,P,,,1,DALLE BETON SOUS SOL20NON0
HAB_P_P7_TBR,P7,PAV_M_P7_TN_PAR,PAV_M_P7_TN_MON,ND,HAB_T_P7_TBR_TC,ND,FRANCE_TUILE,ASPHALT,OUI,TRES FORT,25,DEBORD TOITURE_VOLET,DOUBLE VITRAGE A ISOLATION RENFORCEE,HABITAT,P,,,1,DALLE BETON SOUS SOL20NON0
HAB_P_P7_TF,P7,PAV_M_P7_TN_PAR,PAV_M_P7_TN_MON,ND,HAB_T_P7_TBR_TC,ND,FRANCE,ASPHALT,OUI,TRES FORT,25,DEBORD TOITURE_VOLET,DOUBLE VITRAGE A ISOLATION RENFORCEE,HABITAT,P,,,1,DALLE BETON SOUS SOL20NON0
IND_BA_P1_TBR_ARD,P1,PAV_M_P1_TBr_br,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE_BRIQUE_ARDOISE,ASPHALT,NON,FORT,20,EPAISSEUR MUR,SIMPLE VITRAGE,BATIMENT INDUSTRIEL,BA,,,8,DALLE BETON SUR TERRE PLEIN8NON0
IND_BA_P1_TBR_TUI,P1,PAV_M_P1_TBr_br,ND,ND,HAB_T_P1_TBR_TU,ND,FRANCE_BRIQUE_TUILE,ASPHALT,NON,FORT,20,EPAISSEUR MUR,SIMPLE VITRAGE,BATIMENT INDUSTRIEL,BA,,,8,DALLE BETON SUR TERRE PLEIN8NON0
IND_BA_P1_TF,P1,IMM_M_P1_TPI,ND,ND,HAB_T_P1_TBR_TU,ND,FRANCE,ASPHALT,NON,FORT,20,EPAISSEUR MUR,SIMPLE VITRAGE,BATIMENT INDUSTRIEL,BA,,,8,DALLE SUR TERRE PLEIN8PLANCHER BOIS3
IND_BA_P2_TF,P2,BA_M_P2_TN_IND_TOL,ND,ND,TER_T_P2_TN_BAC,ND,FRANCE,ASPHALT,NON,FORT,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT INDUSTRIEL,BA,,,8,DALLE SUR TERRE PLEIN8DALLE BETON15
IND_BA_P3_TF,P3,BA_M_P3_TN_IND_TOL,ND,ND,TER_T_P3_TN_BAC,ND,FRANCE,ASPHALT,NON,FORT,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT INDUSTRIEL,BA,,,5,DALLE SUR TERRE PLEIN8DALLE BETON15
IND_BA_P4_TF,P4,BA_M_P4_TN_PS,ND,ND,TER_T_P4_TN_BAC,ND,FRANCE,ASPHALT,NON,FORT,10,SHED ORIENTATION NORD,SIMPLE VITRAGE,BATIMENT INDUSTRIEL,BA,,,5,DALLE BETON SUR TERRE PLEIN8NON0
IND_BA_P5_TF,P5,BA_M_P5_TN_PS,ND,ND,TER_T_P5_TN_BAC,ND,FRANCE,ASPHALT,NON,FORT,10,SHED ORIENTATION NORD,DOUBLE VITRAGE,BATIMENT INDUSTRIEL,BA,,,5,DALLE BETON SUR TERRE PLEIN8NON0
IND_BA_P6_TF,P6,BA_M_P6_TN_PS,ND,ND,TER_T_P6_TN_BAC,ND,FRANCE,ASPHALT,NON,FORT,10,SHED ORIENTATION NORD,DOUBLE VITRAGE,BATIMENT INDUSTRIEL,BA,,,5,DALLE BETON SUR TERRE PLEIN8NON0
IND_BA_P7_TF,P7,BA_M_P7_TN_PS,ND,ND,TER_T_P7_TN_BAC,ND,FRANCE,ASPHALT,NON,FORT,10,SHED ORIENTATION NORD,DOUBLE VITRAGE A ISOLATION RENFORCEE,BATIMENT INDUSTRIEL,BA,,,3,DALLE BETON SUR TERRE PLEIN8NON0
LNC_P_P1_TF,P1,PAV_M_P1_TPI,ND,ND,HAB_T_P1_TBR_TU,ND,FRANCE,ASPHALT,NON,NON,0,NON,NON,LOCAL NON CHAUFFE,P,,,9,DALLE SUR TERRE PLEIN8NON0
LNC_P_P2_TF,P2,LNC_M_P2_TN_BC,ND,ND,HAB_T_P1_TBR_TU,ND,FRANCE,ASPHALT,NON,NON,0,NON,NON,LOCAL NON CHAUFFE,P,,,9,DALLE SUR TERRE PLEIN8NON0
LNC_P_P3_TF,P3,LNC_M_P2_TN_BC,ND,ND,HAB_T_P1_TBR_TU,ND,FRANCE,ASPHALT,NON,NON,0,NON,NON,LOCAL NON CHAUFFE,P,,,9,DALLE SUR TERRE PLEIN8NON0
LNC_P_P4_TF,P4,LNC_M_P2_TN_BC,ND,ND,HAB_T_P1_TBR_TU,ND,FRANCE,ASPHALT,NON,NON,0,NON,NON,LOCAL NON CHAUFFE,P,,,9,DALLE SUR TERRE PLEIN8NON0
LNC_P_P5_TF,P5,LNC_M_P2_TN_BC,ND,ND,HAB_T_P1_TBR_TU,ND,FRANCE,ASPHALT,NON,NON,0,NON,NON,LOCAL NON CHAUFFE,P,,,9,DALLE SUR TERRE PLEIN8NON0
LNC_P_P6_TF,P6,LNC_M_P2_TN_BC,ND,ND,HAB_T_P1_TBR_TU,ND,FRANCE,ASPHALT,NON,NON,0,NON,NON,LOCAL NON CHAUFFE,P,,,9,DALLE SUR TERRE PLEIN8NON0
LNC_P_P7_TF,P7,LNC_M_P2_TN_BC,ND,ND,HAB_T_P1_TBR_TU,ND,FRANCE,ASPHALT,NON,NON,0,NON,NON,LOCAL NON CHAUFFE,P,,,9,DALLE SUR TERRE PLEIN8NON0
REL_I_P1_TBR_ARD,P1,PAV_M_P1_TBr_br,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE_BRIQUE_ARDOISE,ASPHALT,NON,MOYEN,5,NON,SIMPLE VITRAGE,BATIMENT RELIGIEUX,I,,,8,DALLE BETON SUR TERRE PLEIN8NON0
REL_I_P1_TBR_TUI,P1,PAV_M_P1_TBr_br,ND,ND,HAB_T_P1_TBR_TU,ND,FRANCE_BRIQUE_TUILE,ASPHALT,NON,MOYEN,5,NON,SIMPLE VITRAGE,BATIMENT RELIGIEUX,I,,,8,DALLE BETON SUR TERRE PLEIN8NON0
REL_I_P1_TF,P1,IMM_M_P1_TPI,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE_PIERRE_ARDOISE,ASPHALT,NON,MOYEN,5,EPAISSEUR MUR,SIMPLE VITRAGE,BATIMENT RELIGIEUX,I,,,9,REVETEMENT SUR TERRE PLEIN4NON0
REL_I_P1_TSCH_TUI,P1,IMM_M_P1_TPi_Sch,ND,ND,HAB_T_P1_TBR_TU,ND,FRANCE_PIERRE_SCHISTE_TUILE,ASPHALT,NON,MOYEN,5,NON,SIMPLE VITRAGE,BATIMENT RELIGIEUX,I,,,8,DALLE BETON SUR TERRE PLEIN8NON0
REL_I_P1_TVOL_ARD,P1,IMM_M_P1_TPi_Vol,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE,ASPHALT,NON,MOYEN,5,NON,SIMPLE VITRAGE,BATIMENT RELIGIEUX,I,,,8,DALLE BETON SUR TERRE PLEIN8NON0
REL_I_P2_TF,P2,IMM_M_P2_TN_BB,ND,ND,HAB_T_P2_TN_GR,ND,FRANCE,ASPHALT,NON,MOYEN,5,EPAISSEUR MUR,SIMPLE VITRAGE,BATIMENT RELIGIEUX,I,,,8,DALLE BETON SUR TERRE PLEIN8NON0
REL_I_P3_TF,P3,IMM_M_P4_TN_BB,ND,ND,HAB_T_P3_TN_GR,ND,FRANCE,ASPHALT,NON,MOYEN,5,EPAISSEUR MUR,SIMPLE VITRAGE,BATIMENT RELIGIEUX,I,,,7,DALLE BETON SUR TERRE PLEIN8NON0
REL_I_P4_TF,P4,IMM_M_P4_TN_BB,ND,ND,HAB_T_P4_TN_GR,ND,FRANCE,ASPHALT,NON,MOYEN,5,EPAISSEUR MUR,SIMPLE VITRAGE,BATIMENT RELIGIEUX,I,,,6,DALLE BETON SUR TERRE PLEIN8NON0
REL_I_P5_TF,P5,IMM_M_P5_TN_BB,ND,ND,HAB_T_P5_TN_GR,ND,FRANCE,ASPHALT,NON,MOYEN,5,EPAISSEUR MUR,DOUBLE VITRAGE,BATIMENT RELIGIEUX,I,,,5,DALLE BETON SUR TERRE PLEIN8NON0
REL_I_P6_TF,P6,IMM_M_P6_TN_BB,ND,ND,HAB_T_P6_TN_GR,ND,FRANCE,ASPHALT,NON,MOYEN,5,EPAISSEUR MUR,DOUBLE VITRAGE,BATIMENT RELIGIEUX,I,,,4,DALLE BETON SUR TERRE PLEIN8NON0
REL_I_P7_TF,P7,IMM_M_P7_TN_REL_VB,ND,ND,HAB_T_P7_TN,ND,FRANCE,ASPHALT,NON,MOYEN,5,EPAISSEUR MUR,DOUBLE VITRAGE A ISOLATION RENFORCEE,BATIMENT RELIGIEUX,I,,,3,DALLE BETON SUR TERRE PLEIN8NON0
SAN_I_P1_TAR,P1,IMM_M_P1_TPI,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE_PIERRE_ARDOISE,ASPHALT,NON,MOYEN,25,EPAISSEUR MUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,9,DALLE BETON SOUS SOL20PLANCHER BOIS3
SAN_I_P1_TF,P1,PAV_M_P1_TBr_br,ND,ND,HAB_T_P1_TBR_TU,ND,FRANCE,ASPHALT,NON,MOYEN,25,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,8,DALLE BETON SOUS SOL20PLANCHER BOIS3
SAN_I_P2_TAR,P2,IMM_M_P2_TN_SCO_PRE,ND,ND,HAB_T_P2_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,8,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P2_TBR,P2,IMM_M_P2_TN_SCO_PRE,ND,ND,HAB_T_P2_TBR_TC,ND,FRANCE_TUILE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,8,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P2_TF,P2,IMM_M_P2_TN_SCO_PRE,ND,ND,HAB_T_P2_TBR_TC,ND,FRANCE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,8,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P3_TAR,P3,IMM_M_P3_TN_SCO_PRE,ND,ND,HAB_T_P3_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,7,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P3_TBR,P3,IMM_M_P3_TN_SCO_PRE,ND,ND,HAB_T_P3_TN_TU,ND,FRANCE_TUILE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,7,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P3_TF,P3,IMM_M_P3_TN_SCO_PRE,ND,ND,HAB_T_P3_TN_TU,ND,FRANCE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,7,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P4_TAR,P4,IMM_M_P4_TN_BB,ND,ND,HAB_T_P4_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,6,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P4_TBR,P4,IMM_M_P4_TN_BB,ND,ND,HAB_T_P4_TN_TU,ND,FRANCE_TUILE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,6,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P4_TF,P4,IMM_M_P4_TN_BB,ND,ND,HAB_T_P4_TN_TU,ND,FRANCE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,6,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P5_TAR,P5,IMM_M_P5_TN_BB,ND,ND,HAB_T_P5_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,OUI,MOYEN,25,STORE INTERIEUR,DOUBLE VITRAGE,BATIMENT DE SANTE,I,,,5,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P5_TBR,P5,IMM_M_P5_TN_BB,ND,ND,HAB_T_P5_TN_TU,ND,FRANCE_TUILE,ASPHALT,OUI,MOYEN,25,CASQUETTE,DOUBLE VITRAGE,BATIMENT DE SANTE,I,,,5,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P5_TF,P5,IMM_M_P5_TN_BB,ND,ND,HAB_T_P5_TN_TU,ND,FRANCE,ASPHALT,OUI,MOYEN,25,CASQUETTE,DOUBLE VITRAGE,BATIMENT DE SANTE,I,,,5,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P6_TAR,P6,IMM_M_P6_TN_BB,ND,ND,HAB_T_P6_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,OUI,MOYEN,25,CASQUETTE,DOUBLE VITRAGE,BATIMENT DE SANTE,I,,,4,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P6_TBR,P6,IMM_M_P6_TN_BB,ND,ND,HAB_T_P6_TN_TU,ND,FRANCE_TUILE,ASPHALT,OUI,MOYEN,30,CASQUETTE,DOUBLE VITRAGE,BATIMENT DE SANTE,I,,,4,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P6_TF,P6,IMM_M_P6_TN_BB,ND,ND,HAB_T_P6_TN_TU,ND,FRANCE,ASPHALT,OUI,MOYEN,30,CASQUETTE,DOUBLE VITRAGE,BATIMENT DE SANTE,I,,,4,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P7_TAR,P7,IMM_M_P7_TN_TER_BE,ND,ND,HAB_T_P7_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,OUI,MOYEN,40,CASQUETTE,DOUBLE VITRAGE A ISOLATION RENFORCEE,BATIMENT DE SANTE,I,,,3,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P7_TBR,P7,IMM_M_P7_TN_REL_VB,ND,ND,HAB_T_P7_TBR_TC,ND,FRANCE_TUILE,ASPHALT,OUI,MOYEN,40,CASQUETTE,DOUBLE VITRAGE A ISOLATION RENFORCEE,BATIMENT DE SANTE,I,,,3,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P7_TF,P7,IMM_M_P7_TN_REL_VB,ND,ND,HAB_T_P7_TBR_TC,ND,FRANCE,ASPHALT,OUI,MOYEN,40,CASQUETTE,DOUBLE VITRAGE A ISOLATION RENFORCEE,BATIMENT DE SANTE,I,,,3,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P1_TF,P1,IMM_M_P1_TPI,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE,ASPHALT,NON,TRES FAIBLE,20,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,8,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P2_TAR,P2,IMM_M_P2_TN_SCO_PRE,ND,ND,HAB_T_P2_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,8,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P2_TBR,P2,IMM_M_P2_TN_SCO_PRE,ND,ND,HAB_T_P2_TBR_TC,ND,FRANCE_TUILE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,8,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P2_TF,P2,IMM_M_P2_TN_SCO_PRE,ND,ND,HAB_T_P2_TBR_TC,ND,FRANCE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,8,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P3_TAR,P3,IMM_M_P3_TN_SCO_PRE,ND,ND,HAB_T_P3_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,7,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P3_TBR,P3,IMM_M_P3_TN_SCO_PRE,ND,ND,HAB_T_P3_TN_TU,ND,FRANCE_TUILE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,7,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P3_TF,P3,IMM_M_P3_TN_SCO_PRE,ND,ND,HAB_T_P3_TN_TU,ND,FRANCE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,7,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P4_TAR,P4,IMM_M_P4_TN_SCO_PRE,ND,ND,HAB_T_P4_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,6,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P4_TBR,P4,IMM_M_P4_TN_SCO_PRE,ND,ND,HAB_T_P4_TN_TU,ND,FRANCE_TUILE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,6,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P4_TF,P4,IMM_M_P4_TN_SCO_PRE,ND,ND,HAB_T_P4_TN_TU,ND,FRANCE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,6,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P5_TAR,P5,IMM_M_P5_TN_SCO_PRE,ND,ND,HAB_T_P5_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,OUI,TRES FAIBLE,20,CASQUETTE,DOUBLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,5,DALLE BETON SOUS SOL20DALLE BETON15
